,model,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,company
16008,Hyundai EON Era Plus,220000,2015,Individual,70000,First Owner,Petrol,Manual,Hyundai
16009,Maruti Swift VXI,425000,2012,Dealer,85517,First Owner,Petrol,Manual,Maruti
16010,Skoda Rapid 1.6 MPI AT Style,645000,2016,Dealer,50000,First Owner,Petrol,Automatic,Skoda
16011,Maruti Ciaz Alpha Automatic BSIV,900000,2018,Individual,50000,First Owner,Petrol,Automatic,Maruti
16012,Maruti Wagon R LXI BS IV,245000,2011,Dealer,66000,First Owner,Petrol,Manual,Maruti
16013,Hyundai Creta 1.6 CRDi SX Plus,1295000,2018,Dealer,67806,First Owner,Diesel,Manual,Hyundai
16014,Hyundai Santro Xing GLS,145000,2008,Dealer,75000,First Owner,Petrol,Manual,Hyundai
16015,Honda Jazz 1.2 VX i VTEC,555000,2016,Dealer,53044,First Owner,Petrol,Manual,Honda
16016,BMW X3 xDrive20d,1350000,2012,Individual,60000,First Owner,Diesel,Automatic,BMW
16017,Maruti Wagon R VXI AMT Opt,445000,2018,Dealer,17000,First Owner,Petrol,Automatic,Maruti
16018,Maruti Celerio X AMT ZXI BSIV,500000,2017,Individual,40000,First Owner,Petrol,Automatic,Maruti
16019,Honda Amaze V CVT Diesel BSIV,880000,2018,Dealer,17716,First Owner,Diesel,Automatic,Honda
16020,Hyundai i20 2015-2017 Magna 1.2,590000,2017,Individual,40000,First Owner,Petrol,Manual,Hyundai
16021,Toyota Innova Crysta 2016-2020 2.4 GX MT 8 STR,1775000,2018,Dealer,38000,First Owner,Diesel,Manual,Toyota
16022,Renault Duster 110PS Diesel RxZ AWD,1150000,2017,Individual,30000,First Owner,Diesel,Manual,Renault
16023,Maruti Ertiga VXI CNG,825000,2018,Dealer,37000,First Owner,CNG,Manual,Maruti
16024,Toyota Fortuner 4x2 4 Speed AT TRD Sportivo,1700000,2014,Dealer,150000,First Owner,Diesel,Automatic,Toyota
16025,Hyundai i20 Sportz 1.2,500000,2016,Individual,55000,First Owner,Petrol,Manual,Hyundai
16026,Maruti Swift Dzire VDi,300000,2008,Individual,50000,First Owner,Diesel,Manual,Maruti
16027,Hyundai Grand i10 CRDi Sportz,337000,2015,Dealer,61062,First Owner,Diesel,Manual,Hyundai
16028,BMW 3 Series 320d Luxury Line,2650000,2016,Dealer,46000,First Owner,Diesel,Automatic,BMW
16029,Hyundai EON D Lite Plus,300000,2012,Dealer,45486,First Owner,Petrol,Manual,Hyundai
16030,Audi A4 New  2.0 TDI Multitronic,1299000,2012,Dealer,100581,First Owner,Diesel,Automatic,Audi
16031,Maruti Baleno Alpha 1.2,575000,2015,Dealer,25800,First Owner,Petrol,Manual,Maruti
16032,Hyundai Verna 1.6 VTVT S Option,525000,2015,Individual,70000,First Owner,Petrol,Manual,Hyundai
16033,Skoda Yeti Ambition 4X2,685000,2011,Dealer,94573,First Owner,Diesel,Manual,Skoda
16034,BMW 5 Series 525d Sedan,1450000,2011,Dealer,60000,First Owner,Diesel,Automatic,BMW
16035,Hyundai EON Era Plus Option,235000,2014,Dealer,61155,First Owner,Petrol,Manual,Hyundai
16036,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,894999,2017,Dealer,40423,First Owner,Petrol,Automatic,Ford
16037,Hyundai i10 Magna,275000,2013,Dealer,72000,First Owner,Petrol,Manual,Hyundai
16038,Maruti Omni E MPI STD BS IV,180000,2016,Individual,40000,First Owner,Petrol,Manual,Maruti
16039,Volkswagen Vento 1.6 Trendline,750000,2015,Individual,50000,First Owner,Petrol,Manual,Volkswagen
16040,Hyundai i20 1.4 Asta,875000,2018,Dealer,13000,First Owner,Diesel,Manual,Hyundai
16041,Maruti Baleno Alpha,840000,2018,Dealer,22072,First Owner,Petrol,Manual,Maruti
16042,Hyundai i20 1.2 Sportz,345000,2012,Dealer,39200,First Owner,Petrol,Manual,Hyundai
16043,Tata Nano Twist XT,150000,2015,Dealer,35342,First Owner,Petrol,Manual,Tata
16044,Toyota Etios Liva G,325000,2011,Dealer,86000,First Owner,Petrol,Manual,Toyota
16045,Ford Figo 1.2P Titanium MT,525000,2016,Dealer,68000,First Owner,Petrol,Manual,Ford
16046,Renault KWID AMT,450000,2018,Dealer,21000,First Owner,Petrol,Automatic,Renault
16047,Maruti Swift Dzire LDI,475000,2013,Dealer,54000,First Owner,Diesel,Manual,Maruti
16048,Hyundai Grand i10 1.2 Kappa Sportz BSIV,565000,2017,Dealer,56000,First Owner,Petrol,Manual,Hyundai
16049,Hyundai Grand i10 Magna,409999,2016,Dealer,44000,First Owner,Petrol,Manual,Hyundai
16050,Mahindra KUV 100 mFALCON D75 K6,470000,2016,Individual,25000,First Owner,Diesel,Manual,Mahindra
16051,Hyundai i20 Asta Option 1.4 CRDi,595000,2015,Individual,70000,First Owner,Diesel,Manual,Hyundai
16052,Skoda Rapid 1.5 TDI Elegance Plus Black Package,625000,2015,Dealer,65785,First Owner,Diesel,Manual,Skoda
16053,Tata Nano XTA,275000,2017,Dealer,27000,First Owner,Petrol,Automatic,Tata
16054,Hyundai i20 1.2 Sportz,409999,2012,Dealer,71000,First Owner,Petrol,Manual,Hyundai
16055,Volkswagen Polo Diesel Trendline 1.2L,375000,2013,Individual,120000,First Owner,Diesel,Manual,Volkswagen
16056,Mercedes-Benz C-Class C 200 Avantgarde Edition C,2525000,2016,Dealer,44000,First Owner,Petrol,Automatic,Mercedes-Benz
16057,Hyundai Grand i10 Asta Option,495000,2014,Dealer,40000,First Owner,Petrol,Manual,Hyundai
16058,Maruti Swift Dzire VXi AT,445000,2013,Dealer,43000,First Owner,Petrol,Automatic,Maruti
16059,Hyundai Verna CRDi 1.6 AT SX Option,1050000,2018,Individual,50000,First Owner,Diesel,Automatic,Hyundai
16060,Mahindra XUV300 W4 BSIV,850000,2019,Dealer,7900,First Owner,Petrol,Manual,Mahindra
16061,Chevrolet Spark 1.0 LS,114999,2009,Dealer,70000,First Owner,Petrol,Manual,Chevrolet
16062,Maruti Swift VXI BSIII,360000,2009,Dealer,54000,First Owner,Petrol,Manual,Maruti
16063,Maruti Wagon R LXI,250000,2016,Individual,120000,First Owner,Petrol,Manual,Maruti
16064,Hyundai i20 1.2 Asta,210000,2011,Individual,148000,First Owner,Petrol,Manual,Hyundai
16065,Hyundai Getz GLS,98000,2006,Individual,90000,First Owner,Petrol,Manual,Hyundai
16066,Maruti Alto K10 VXI,275000,2015,Individual,35000,First Owner,Petrol,Manual,Maruti
16067,Honda Amaze S i-Vtech,484999,2014,Dealer,53000,First Owner,Petrol,Manual,Honda
16068,Hyundai Santro Xing XL,185000,2006,Dealer,60000,First Owner,Petrol,Manual,Hyundai
16069,Honda Mobilio V Option i DTEC,550000,2015,Individual,120000,First Owner,Diesel,Manual,Honda
16070,Mahindra Scorpio S7 140 BSIV,1350000,2018,Dealer,47000,First Owner,Diesel,Manual,Mahindra
16071,Maruti Wagon R LXI BS IV,272000,2011,Individual,50000,First Owner,Petrol,Manual,Maruti
16072,Tata Zest Revotron 1.2 XT,500000,2017,Individual,40000,First Owner,Petrol,Manual,Tata
16073,Hyundai Grand i10 Magna,425000,2013,Dealer,77000,First Owner,Petrol,Manual,Hyundai
16074,Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2900000,2013,Dealer,33000,First Owner,Diesel,Automatic,Audi
16075,BMW X1 sDrive 20d xLine,3250000,2018,Individual,30000,First Owner,Diesel,Automatic,BMW
16076,Maruti Swift VXI,540000,2017,Individual,40000,First Owner,Petrol,Manual,Maruti
16077,Maruti A Star Vxi,200000,2010,Individual,35000,First Owner,Petrol,Manual,Maruti
16078,Maruti Alto K10 LXI,285000,2015,Dealer,60000,First Owner,Petrol,Manual,Maruti
16079,Chevrolet Beat Diesel PS,165000,2012,Individual,90000,First Owner,Diesel,Manual,Chevrolet
16080,Maruti Swift AMT ZXI Plus BSIV,650000,2016,Dealer,52000,First Owner,Petrol,Automatic,Maruti
16081,Chevrolet Cruze LTZ,600000,2013,Individual,70000,First Owner,Diesel,Manual,Chevrolet
16082,Tata Hexa XT,1550000,2018,Individual,79000,First Owner,Diesel,Manual,Tata
16083,Honda City i-DTEC VX,725000,2015,Dealer,78000,First Owner,Diesel,Manual,Honda
16084,Maruti Swift VXI Optional,525000,2015,Individual,60000,First Owner,Petrol,Manual,Maruti
16085,Maruti Ciaz 1.4 Delta,713000,2017,Dealer,33000,First Owner,Petrol,Manual,Maruti
16086,Tata Zest Revotron 1.2T XMS,395000,2016,Dealer,36000,First Owner,Petrol,Manual,Tata
16087,Maruti Swift VDI BSIV,484999,2013,Dealer,890000,First Owner,Diesel,Manual,Maruti
16088,Fiat Linea T-Jet,189000,2010,Dealer,67000,First Owner,Petrol,Manual,Fiat
16089,Hyundai Verna Transform SX VTVT,250000,2010,Individual,110000,First Owner,Petrol,Manual,Hyundai
16090,Maruti Ertiga VXI,580000,2013,Dealer,30000,First Owner,Petrol,Manual,Maruti
16091,Mahindra Supro VX 8 Str,450000,2017,Individual,40000,First Owner,Diesel,Manual,Mahindra
16092,Mahindra Supro LX 8 Str,250000,2016,Individual,59957,First Owner,Diesel,Manual,Mahindra
16093,Mercedes-Benz GL-Class 43 AMG Coupe,7595000,2017,Dealer,11500,First Owner,Petrol,Automatic,Mercedes-Benz
16094,Hyundai Creta 1.6 CRDi SX Plus,950000,2015,Individual,148000,First Owner,Diesel,Manual,Hyundai
16095,Volkswagen Vento 1.2 TSI Highline AT,575000,2015,Dealer,53000,First Owner,Petrol,Automatic,Volkswagen
16096,Toyota Innova 2.5 G (Diesel) 8 Seater,635000,2011,Dealer,98000,First Owner,Diesel,Manual,Toyota
16097,Honda WR-V i-VTEC VX,750000,2017,Individual,20000,First Owner,Petrol,Manual,Honda
16098,Honda City i VTEC SV,645000,2014,Dealer,42000,First Owner,Petrol,Manual,Honda
16099,Mercedes-Benz E-Class E 200 CGI,3995000,2017,Dealer,35000,First Owner,Petrol,Automatic,Mercedes-Benz
16100,BMW 3 Series 320i Luxury Line,2950000,2017,Individual,16300,First Owner,Petrol,Automatic,BMW
16101,Toyota Innova 2.5 VX (Diesel) 8 Seater,900000,2014,Individual,244400,First Owner,Diesel,Manual,Toyota
16102,Tata Tiago 1.2 Revotron XZ,500000,2019,Individual,10000,First Owner,Petrol,Manual,Tata
16103,Honda Mobilio RS i DTEC,600000,2015,Dealer,72862,First Owner,Diesel,Manual,Honda
16104,Mahindra KUV 100 mFALCON G80 K2 Plus,475000,2016,Dealer,23593,First Owner,Petrol,Manual,Mahindra
16105,Maruti Ciaz Delta Diesel,850000,2018,Individual,20000,First Owner,Diesel,Manual,Maruti
16106,Maruti XL6 Alpha,1044999,2020,Dealer,23000,First Owner,Petrol,Manual,Maruti
16107,Hyundai Elantra CRDi SX Option AT,1785000,2018,Dealer,22886,First Owner,Diesel,Automatic,Hyundai
16108,Hyundai i20 Magna 1.2,450000,2016,Individual,70000,First Owner,Petrol,Manual,Hyundai
16109,Maruti Ciaz Alpha BSIV,921000,2019,Individual,34500,First Owner,Petrol,Manual,Maruti
16110,Ford Freestyle Titanium Plus Petrol BSIV,750000,2019,Individual,15000,First Owner,Petrol,Manual,Ford
16111,Renault KWID 1.0 RXT Optional,345000,2018,Individual,28000,First Owner,Petrol,Manual,Renault
16112,Audi A6 2.0 TDI,1650000,2014,Dealer,56000,First Owner,Diesel,Automatic,Audi
16113,Mahindra Scorpio 1.99 S10 4WD,1100000,2017,Individual,70000,First Owner,Diesel,Manual,Mahindra
16114,Toyota Innova 2.5 VX (Diesel) 8 Seater,1250000,2012,Dealer,121000,First Owner,Diesel,Manual,Toyota
16115,Tata Nexon 1.5 Revotorq XZ Plus,861999,2019,Individual,25000,First Owner,Diesel,Manual,Tata
16116,Mercedes-Benz GLE Class 250d,4275000,2016,Dealer,50000,First Owner,Diesel,Automatic,Mercedes-Benz
16117,Mahindra XUV500 AT W10 AWD,1300000,2017,Individual,48800,First Owner,Diesel,Automatic,Mahindra
16118,Mahindra XUV500 2011-2015 W8 FWD,645000,2012,Dealer,76122,First Owner,Diesel,Manual,Mahindra
16119,Hyundai Creta Facelift,1150000,2019,Individual,65000,First Owner,Diesel,Manual,Hyundai
16120,Hyundai Grand i10 1.2 Kappa Sportz AT,595000,2017,Dealer,41000,First Owner,Petrol,Automatic,Hyundai
16121,Maruti Swift ZXI,470000,2013,Individual,71000,First Owner,Petrol,Manual,Maruti
16122,Hyundai Verna 1.6 SX VTVT (O),336000,2011,Individual,81000,First Owner,Petrol,Manual,Hyundai
16123,MG Hector Super Diesel MT,1585000,2020,Dealer,1005,First Owner,Diesel,Manual,MG
16124,Maruti Swift Dzire ZDI,420000,2013,Individual,80000,First Owner,Diesel,Manual,Maruti
16125,Maruti S-Presso VXI Plus,455000,2019,Individual,5000,First Owner,Petrol,Manual,Maruti
16126,Hyundai Creta 1.6 Gamma SX Plus,790000,2015,Dealer,56836,First Owner,Petrol,Manual,Hyundai
16127,Hyundai Xcent 1.2 Kappa S,300000,2015,Individual,70000,First Owner,Petrol,Manual,Hyundai
16128,Chevrolet Beat Diesel LS,250000,2013,Individual,100000,First Owner,Diesel,Manual,Chevrolet
16129,Ford Ecosport 1.5 Ti VCT MT Titanium,690000,2015,Dealer,46215,First Owner,Petrol,Manual,Ford
16130,Nissan Terrano XL 85 PS,850000,2014,Individual,146000,First Owner,Diesel,Manual,Nissan
16131,Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,585000,2013,Dealer,88000,First Owner,Diesel,Manual,Mahindra
16132,Maruti Vitara Brezza VDi Option,795000,2016,Dealer,62000,First Owner,Diesel,Manual,Maruti
16133,Maruti Ertiga CNG VXI BSIV,790000,2017,Trustmark Dealer,38461,First Owner,CNG,Manual,Maruti
16134,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,850000,2018,Dealer,33348,First Owner,Diesel,Manual,Maruti
16135,Hyundai Santro GS,40000,2002,Individual,60000,First Owner,Petrol,Manual,Hyundai
16136,Hyundai i20 2015-2017 Asta 1.2,565000,2015,Dealer,44983,First Owner,Petrol,Manual,Hyundai
16137,Honda City i-VTEC V,925000,2017,Dealer,15735,First Owner,Petrol,Manual,Honda
16138,Mahindra XUV500 W6 2WD,900000,2014,Dealer,84000,First Owner,Diesel,Manual,Mahindra
16139,Maruti Swift VDI BSIV,650000,2016,Dealer,66000,First Owner,Diesel,Manual,Maruti
16140,Hyundai i20 Magna 1.4 CRDi,650000,2016,Dealer,77000,First Owner,Diesel,Manual,Hyundai
16141,Maruti Wagon R LXI,250000,2011,Dealer,32908,First Owner,Petrol,Manual,Maruti
16142,Hyundai i20 Magna 1.4 CRDi,450000,2011,Dealer,78000,First Owner,Diesel,Manual,Hyundai
16143,Maruti Baleno Zeta 1.2,640000,2017,Individual,12351,First Owner,Petrol,Manual,Maruti
16144,Land Rover Range Rover Evoque Pure,3950000,2016,Dealer,62000,First Owner,Diesel,Automatic,Land
16145,Honda New Accord 2011-2014 2.4 M/T,695000,2013,Dealer,63000,First Owner,Petrol,Manual,Honda
16146,Maruti Swift LXi BSIV,220000,2009,Dealer,63000,First Owner,Petrol,Manual,Maruti
16147,Hyundai Grand i10 Asta Option,549000,2017,Dealer,25100,First Owner,Petrol,Manual,Hyundai
16148,Maruti Zen Estilo LXI BS IV,150000,2009,Individual,60000,First Owner,Petrol,Manual,Maruti
16149,Volkswagen Vento 1.2 TSI Highline AT,650000,2016,Dealer,56205,First Owner,Petrol,Automatic,Volkswagen
16150,Maruti Ciaz 1.4 Alpha,800000,2017,Individual,20000,First Owner,Petrol,Manual,Maruti
16151,Hyundai i20 1.2 Asta,740000,2018,Dealer,37000,First Owner,Petrol,Manual,Hyundai
16152,Maruti Swift Dzire 1.2 Lxi BSIV,350000,2012,Individual,35000,First Owner,Petrol,Manual,Maruti
16153,Maruti Alto K10 LXI,245000,2012,Individual,36000,First Owner,Petrol,Manual,Maruti
16154,Maruti Ciaz 1.4 AT Zeta,850000,2017,Dealer,28847,First Owner,Petrol,Automatic,Maruti
16155,Maruti Ertiga SHVS VDI,595000,2016,Dealer,55000,First Owner,Diesel,Manual,Maruti
16156,Hyundai Getz GVS,50000,2006,Individual,70000,First Owner,Petrol,Manual,Hyundai
16157,Maruti Eeco 7 Seater Standard BSIV,250000,2015,Individual,60000,First Owner,Petrol,Manual,Maruti
16158,Volkswagen Polo 1.5 TDI Highline,695000,2016,Dealer,72168,First Owner,Diesel,Manual,Volkswagen
16159,Maruti Alto K10 VXI,350000,2018,Individual,40000,First Owner,Petrol,Manual,Maruti
16160,Tata Nano Cx,65000,2011,Individual,50000,First Owner,Petrol,Manual,Tata
16161,Hyundai Creta 1.6 CRDi SX Option,1095000,2016,Dealer,85000,First Owner,Diesel,Manual,Hyundai
16162,Hyundai Xcent 1.2 Kappa SX Option,450000,2015,Dealer,39511,First Owner,Petrol,Manual,Hyundai
16163,Maruti Ciaz ZXi Option,585000,2014,Dealer,44000,First Owner,Petrol,Manual,Maruti
16164,Hyundai i20 Magna Optional 1.2,290000,2012,Individual,64000,First Owner,Petrol,Manual,Hyundai
16165,Hyundai Santro Xing GLS,260000,2012,Individual,47000,First Owner,Petrol,Manual,Hyundai
16166,Hyundai i20 1.2 Asta Dual Tone,835000,2018,Dealer,34000,First Owner,Petrol,Manual,Hyundai
16167,Audi A8 L 3.0 TDI quattro,2500000,2012,Individual,45000,First Owner,Diesel,Automatic,Audi
16168,Maruti Swift ZXI,515000,2015,Dealer,55429,First Owner,Petrol,Manual,Maruti
16169,Mahindra KUV 100 mFALCON D75 K4 Plus,475000,2016,Dealer,72000,First Owner,Diesel,Manual,Mahindra
16170,Honda Amaze VX Diesel,740000,2016,Dealer,27946,First Owner,Diesel,Manual,Honda
16171,Volkswagen Polo 2015-2019 1.2 MPI Highline,465000,2015,Dealer,65000,First Owner,Petrol,Manual,Volkswagen
16172,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,1145000,2019,Dealer,15700,First Owner,Petrol,Automatic,Ford
16173,Hyundai Verna 1.6 CRDi S,750000,2016,Individual,50000,First Owner,Diesel,Manual,Hyundai
16174,Maruti Swift Dzire VXi,430000,2012,Individual,32000,First Owner,Petrol,Manual,Maruti
16175,Renault KWID 1.0 RXT Optional,415000,2018,Dealer,35000,First Owner,Petrol,Manual,Renault
16176,Hyundai i20 2015-2017 Sportz 1.4 CRDi,610000,2017,Individual,64000,First Owner,Diesel,Manual,Hyundai
16177,Maruti Swift AMT ZXI,690000,2018,Individual,20000,First Owner,Petrol,Automatic,Maruti
16178,Maruti Celerio ZXI,450000,2016,Dealer,18000,First Owner,Petrol,Manual,Maruti
16179,Hyundai i20 Magna Plus BSIV,525000,2016,Dealer,41000,First Owner,Petrol,Manual,Hyundai
16180,Maruti Ritz VDi,310000,2011,Individual,110000,First Owner,Diesel,Manual,Maruti
16181,Honda Brio VX AT,465000,2013,Dealer,67000,First Owner,Petrol,Automatic,Honda
16182,Renault Pulse RxZ,325000,2012,Dealer,89000,First Owner,Diesel,Manual,Renault
16183,Honda Amaze V CVT Petrol,825000,2018,Dealer,20672,First Owner,Petrol,Automatic,Honda
16184,Volkswagen Vento 1.2 TSI Highline AT,484999,2014,Dealer,69000,First Owner,Petrol,Automatic,Volkswagen
16185,Mahindra Scorpio SLX 4WD LE,365000,2008,Dealer,52000,First Owner,Diesel,Manual,Mahindra
16186,Skoda Rapid 1.6 TDI Ambition,475000,2012,Dealer,87000,First Owner,Diesel,Manual,Skoda
16187,Tata Nexon 1.2 Revotron XM,650000,2017,Dealer,15700,First Owner,Petrol,Manual,Tata
16188,Tata Nano Cx BSIII,60000,2012,Individual,20000,First Owner,Petrol,Manual,Tata
16189,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1750000,2016,Dealer,90000,First Owner,Diesel,Automatic,Toyota
16190,Maruti Alto 800 LXI,285000,2013,Dealer,45019,First Owner,Petrol,Manual,Maruti
16191,Chevrolet Beat LT,225000,2012,Individual,110000,First Owner,Petrol,Manual,Chevrolet
16192,Nissan Sunny XE D,630000,2020,Dealer,27000,First Owner,Diesel,Manual,Nissan
16193,Toyota Etios Liva GD,350000,2012,Individual,50000,First Owner,Diesel,Manual,Toyota
16194,Hyundai i20 1.2 Asta Option,595000,2017,Dealer,60000,First Owner,Petrol,Manual,Hyundai
16195,Maruti Swift Dzire ZXi,725000,2017,Dealer,53154,First Owner,Petrol,Manual,Maruti
16196,Hyundai Creta SX Diesel AT,990000,2016,Dealer,47000,First Owner,Diesel,Automatic,Hyundai
16197,Hyundai i10 Era,170000,2010,Individual,70000,First Owner,Petrol,Manual,Hyundai
16198,Honda WR-V i-DTEC VX,1010000,2018,Dealer,68368,First Owner,Diesel,Manual,Honda
16199,Hyundai i20 Magna Optional 1.4 CRDi,400000,2013,Individual,89000,First Owner,Diesel,Manual,Hyundai
16200,Hyundai Venue SX Plus Turbo DCT,1230000,2020,Dealer,6000,First Owner,Petrol,Automatic,Hyundai
16201,Jaguar XJ 3.0L Portfolio,5000000,2016,Dealer,33000,First Owner,Diesel,Automatic,Jaguar
16202,Renault Duster 85PS Diesel RxL Plus,380000,2013,Individual,120000,First Owner,Diesel,Manual,Renault
16203,Maruti Baleno Alpha 1.2,620000,2017,Individual,70000,First Owner,Petrol,Manual,Maruti
16204,Maruti Wagon R VXI Optional,400000,2017,Individual,35000,First Owner,Petrol,Manual,Maruti
16205,Renault Scala Diesel RxZ,625000,2014,Dealer,20328,First Owner,Diesel,Manual,Renault
16206,Renault Koleos 2.0 Diesel,850000,2012,Individual,60000,First Owner,Diesel,Automatic,Renault
16207,Mahindra KUV 100 mFALCON D75 K6 5str,425000,2016,Dealer,21000,First Owner,Diesel,Manual,Mahindra
16208,Honda WR-V i-VTEC VX,750000,2017,Individual,68000,First Owner,Petrol,Manual,Honda
16209,Volkswagen Polo Diesel Highline 1.2L,335000,2012,Dealer,57000,First Owner,Diesel,Manual,Volkswagen
16210,Hyundai i20 Active 1.4 SX,590000,2015,Individual,50000,First Owner,Diesel,Manual,Hyundai
16211,Maruti Baleno Alpha 1.2,665000,2016,Individual,4300,First Owner,Petrol,Manual,Maruti
16212,Hyundai Verna VTVT 1.6 EX,900000,2018,Individual,35000,First Owner,Petrol,Manual,Hyundai
16213,Maruti Ertiga ZDI,525000,2012,Individual,100000,First Owner,Diesel,Manual,Maruti
16214,Mahindra KUV 100 mFALCON G80 K2,400000,2016,Individual,50000,First Owner,Petrol,Manual,Mahindra
16215,Honda City 2017-2020 VTEC,275000,2007,Dealer,90000,First Owner,Petrol,Manual,Honda
16216,Tata Manza Club Class Quadrajet90 LS,275000,2013,Individual,110000,First Owner,Diesel,Manual,Tata
16217,Maruti Swift Dzire VXI,488999,2016,Individual,50000,First Owner,Petrol,Manual,Maruti
16218,Maruti Wagon R AMT VXI,375000,2016,Dealer,24000,First Owner,Petrol,Automatic,Maruti
16219,BMW 3 Series 320d Highline,1125000,2011,Dealer,95000,First Owner,Diesel,Automatic,BMW
16220,Hyundai i20 1.2 Sportz,250000,2011,Dealer,40000,First Owner,Petrol,Manual,Hyundai
16221,BMW 3 Series 320d Corporate Edition,1300000,2013,Dealer,60000,First Owner,Diesel,Automatic,BMW
16222,Hyundai i20 Asta 1.4 CRDi,375000,2012,Dealer,98000,First Owner,Diesel,Manual,Hyundai
16223,Hyundai i20 1.4 Asta,894999,2019,Dealer,3500,First Owner,Diesel,Manual,Hyundai
16224,Ford Figo Petrol ZXI,270000,2012,Dealer,48507,First Owner,Petrol,Manual,Ford
16225,Chevrolet Aveo U-VA 1.2,190000,2008,Dealer,61000,First Owner,Petrol,Manual,Chevrolet
16226,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,490000,2018,Individual,18000,First Owner,Petrol,Manual,Hyundai
16227,Maruti 800 Std,80000,2002,Individual,20000,First Owner,Petrol,Manual,Maruti
16228,Skoda Rapid 1.5 TDI AT Style BSIV,1075000,2017,Dealer,47000,First Owner,Diesel,Automatic,Skoda
16229,Hyundai Santro Era,450000,2019,Individual,18000,First Owner,Petrol,Manual,Hyundai
16230,Hyundai Xcent 1.2 Kappa S,500000,2016,Dealer,43000,First Owner,Petrol,Manual,Hyundai
